title,rating,body,title_length,body_length,word_count,sentiment,full_review,clean_body,clean_word_count
Good battery but average performance,3,Pros:1. The biggest advantage for buying this phone is the battery life. 2.Going to the body of phone it is a very greatly built it comes with the matte finish it makes the phone Look really good.Cons1. You are choosing this phone because of the four cameras then you are wrong. Because it doesn’t give any clarity even it is with the selfie camera also. the camera is not up to the mark.2. The processor is also not up to the mark because when I use this phone for 2 to 3 days in starting I just saw off in different apps and sometimes it was struggling3.The display is also not up to the markSo my general suggestion is if you’re choosing this phone for general use with having a good battery back up then you can go with itbut if you are choosing this phone because of seeing the quad cameras then you’ll be left with nothing.Thank youI hope you all will like my review,36,872,166,Neutral,Good battery but average performance Pros:1. The biggest advantage for buying this phone is the battery life. 2.Going to the body of phone it is a very greatly built it comes with the matte finish it makes the phone Look really good.Cons1. You are choosing this phone because of the four cameras then you are wrong. Because it doesn’t give any clarity even it is with the selfie camera also. the camera is not up to the mark.2. The processor is also not up to the mark because when I use this phone for 2 to 3 days in starting I just saw off in different apps and sometimes it was struggling3.The display is also not up to the markSo my general suggestion is if you’re choosing this phone for general use with having a good battery back up then you can go with itbut if you are choosing this phone because of seeing the quad cameras then you’ll be left with nothing.Thank youI hope you all will like my review,good battery average performance pros biggest advantage buying phone battery life going body phone very greatly built comes matte finish makes phone look really goodcons choosing phone four cameras wrong doesnt give clarity even selfie camera also camera not mark processor also not mark use phone days starting saw different apps sometimes strugglingthe display also not markso general suggestion youre choosing phone general use good battery back go itbut choosing phone seeing quad cameras youll left nothingthank youi hope like review,81
Worst Samsung phone,1,"This is Samsung's worst phone and it hs many glitches. Samsung doesn't even cleverly keep this phone on exchange deal because it wants to push this flop phone. The settings screen automatically come on home screen randomly on any other thing that is playing. Its camera is less than mediocre. Sound quality is bad. Only redeeming feature is battery life but then who wants long battery is everything else substandard. I want to return this but there is no such option. I want to exchange it for another model but there is ni such option either. I think Amazon and Samsung are taking us for a ride. We customers must raise our voice against such malpractices. Amazon is also allowing substandard, unverified sellers to peddle junk with misleading photos and information.",19,769,131,Negative,"Worst Samsung phone This is Samsung's worst phone and it hs many glitches. Samsung doesn't even cleverly keep this phone on exchange deal because it wants to push this flop phone. The settings screen automatically come on home screen randomly on any other thing that is playing. Its camera is less than mediocre. Sound quality is bad. Only redeeming feature is battery life but then who wants long battery is everything else substandard. I want to return this but there is no such option. I want to exchange it for another model but there is ni such option either. I think Amazon and Samsung are taking us for a ride. We customers must raise our voice against such malpractices. Amazon is also allowing substandard, unverified sellers to peddle junk with misleading photos and information.",worst samsung phone samsungs worst phone hs many glitches samsung doesnt even cleverly keep phone exchange deal wants push flop phone settings screen automatically come home screen randomly thing playing camera less mediocre sound quality bad redeeming feature battery life wants long battery everything else substandard want return no option want exchange another model ni option either think amazon samsung taking us ride customers must raise voice malpractices amazon also allowing substandard unverified sellers peddle junk misleading photos information,79
Worst camera,1,Camera is very poor.. though they mentioned 48mp but it looks like 13mp,12,71,13,Negative,Worst camera Camera is very poor.. though they mentioned 48mp but it looks like 13mp,worst camera camera very poor though mentioned mp looks like mp,11
Everything is just lit at this price🔥 . No complains about anything,5,"It's a real monster. Everything is awesome from display to processor EVERYTHING. Fingerprint works very fast. Battery life is also really huge. Those who are not in favour of camera quality they're wrong camera quality is just awesome, size of pic goes more than 20MB from main 48mp camera. Must buy product. Really happy from it 😌. Once again no complains regarding anything.",67,376,63,Positive,"Everything is just lit at this price🔥 . No complains about anything It's a real monster. Everything is awesome from display to processor EVERYTHING. Fingerprint works very fast. Battery life is also really huge. Those who are not in favour of camera quality they're wrong camera quality is just awesome, size of pic goes more than 20MB from main 48mp camera. Must buy product. Really happy from it 😌. Once again no complains regarding anything.",everything lit price no complains anything real monster everything awesome display processor everything fingerprint works very fast battery life also really huge not favour camera quality theyre wrong camera quality awesome size pic goes mb main mp camera must buy product really happy no complains regarding anything,47
Go For It,4,I am giving this review after usage of 2 daysI bought this phone only for two req 1. Battery and Camera.1. BatteryBang on it lasted for 1 and half days there are unnecessary apps pre installed please remove those one of them is Takatak and Snapchat those are  absolutely non sense.I played Call Of Duty for straight 3 hours non stop battery drained from 98% to 80 %2. Camera is decent its ok to have good clicks from this phoneLast but not least Its Made in India!!If anyone is looking for Battery phone just go for this,9,520,97,Positive,Go For It I am giving this review after usage of 2 daysI bought this phone only for two req 1. Battery and Camera.1. BatteryBang on it lasted for 1 and half days there are unnecessary apps pre installed please remove those one of them is Takatak and Snapchat those are  absolutely non sense.I played Call Of Duty for straight 3 hours non stop battery drained from 98% to 80 %2. Camera is decent its ok to have good clicks from this phoneLast but not least Its Made in India!!If anyone is looking for Battery phone just go for this,go giving review usage daysi bought phone two req battery camera batterybang lasted half days unnecessary apps pre installed please remove one takatak snapchat absolutely non sensei played call duty straight hours non stop battery drained camera decent ok good clicks phonelast not least made indiaif anyone looking battery phone go,51
Just a PowerBank with 12 mp camera attached.,1,Look is average. Battery life is good. Only go ahead if you just need a good brand name otherwise 100 of options are available in market. You will definitely get disappointed with camera which is actually not more than 12 mega pixels.  This phone nothing but a PowerBank with 12 mp camera attached. Samsung must call back these phones as it is definitely going to kill the brand name. I will highly appreciate if Amazon has the guts to publish this review. This is an open challenge to Amazon...,44,495,89,Negative,Just a PowerBank with 12 mp camera attached. Look is average. Battery life is good. Only go ahead if you just need a good brand name otherwise 100 of options are available in market. You will definitely get disappointed with camera which is actually not more than 12 mega pixels.  This phone nothing but a PowerBank with 12 mp camera attached. Samsung must call back these phones as it is definitely going to kill the brand name. I will highly appreciate if Amazon has the guts to publish this review. This is an open challenge to Amazon...,powerbank mp camera attached look average battery life good go ahead need good brand name otherwise options available market definitely get disappointed camera actually not mega pixels phone nothing powerbank mp camera attached samsung must call back phones definitely going kill brand name highly appreciate amazon guts publish review open challenge amazon,52
"Disappointed with mobile, Gpay & PhonePay app has issue",1,"Disappointed with this mobile.... PhonePay & GooglePay apps are not working properly.... Numbers visible only half and getting overlapped....and we're end up typing wrong Pin numbers.... multiple times we have changed the Pin for these apps... now a days We regularly use mobile for online payments but this mobile is not useful for online payments due to app issues.We have tried to return this mobile, but Amazon return policy date was over by the time we found the issue.",55,474,79,Negative,"Disappointed with mobile, Gpay & PhonePay app has issue Disappointed with this mobile.... PhonePay & GooglePay apps are not working properly.... Numbers visible only half and getting overlapped....and we're end up typing wrong Pin numbers.... multiple times we have changed the Pin for these apps... now a days We regularly use mobile for online payments but this mobile is not useful for online payments due to app issues.We have tried to return this mobile, but Amazon return policy date was over by the time we found the issue.",disappointed mobile gpay phonepay app issue disappointed mobile phonepay googlepay apps not working properly numbers visible half getting overlappedand end typing wrong pin numbers multiple times changed pin apps days regularly use mobile online payments mobile not useful online payments due app issueswe tried return mobile amazon return policy date time found issue,53
Budget Samsung Phone,5,I am using this phone for the last one week and i noticed few positive and negative things about it.Positive points -• Fingerprint sensor is so fast and i loved it• Battery backup (6000 mAh) is amazing even after using it throughout the day• Camera quality is really good and the pictures are amazing on day light• Large display having a size of 6.5 inches and can run games smoothly on low graphic settings• 90Hz refresh rate feels so smooth• The phone doesn't lag or get heated after using it for a long time because of Exynos 850 (8nm) high-end processorNegative points -• Not made for hard-core gaming because the processor is not strong enough to run games smoothly on high graphics• The weight of phone is heavy• The brightness level is somewhat low as compared to other phones• The display that you will get is around 720 x 1600 pixels• The downloading as well as uploading speed is also low as compared to other phones within this price range• It is not water resistant and does not have Gorilla glass for screen protection .~ I am satisfied with this phone because of it's camera quality and battery backup √,20,1117,200,Positive,Budget Samsung Phone I am using this phone for the last one week and i noticed few positive and negative things about it.Positive points -• Fingerprint sensor is so fast and i loved it• Battery backup (6000 mAh) is amazing even after using it throughout the day• Camera quality is really good and the pictures are amazing on day light• Large display having a size of 6.5 inches and can run games smoothly on low graphic settings• 90Hz refresh rate feels so smooth• The phone doesn't lag or get heated after using it for a long time because of Exynos 850 (8nm) high-end processorNegative points -• Not made for hard-core gaming because the processor is not strong enough to run games smoothly on high graphics• The weight of phone is heavy• The brightness level is somewhat low as compared to other phones• The display that you will get is around 720 x 1600 pixels• The downloading as well as uploading speed is also low as compared to other phones within this price range• It is not water resistant and does not have Gorilla glass for screen protection .~ I am satisfied with this phone because of it's camera quality and battery backup √,budget samsung phone using phone last one week noticed positive negative things itpositive points fingerprint sensor fast loved battery backup mah amazing even using throughout day camera quality really good pictures amazing day light large display size inches run games smoothly low graphic settings hz refresh rate feels smooth phone doesnt lag get heated using long time exynos nm highend processornegative points not made hardcore gaming processor not strong enough run games smoothly high graphics weight phone heavy brightness level somewhat low compared phones display get around x pixels downloading well uploading speed also low compared phones within price range not water resistant not gorilla glass screen protection satisfied phone camera quality battery backup,114
PHONE NOT UPTO THE MARK,2,"The phone is good looking, but it doesn't support the 5G wifi due to which the downloading speed is very limited2ndly the camera is not uptonthe mark . 48 MP is around 18 MP3rd. THE PHONE takes hell lot of time to get charged .No handsfree in the box",23,250,49,Negative,"PHONE NOT UPTO THE MARK The phone is good looking, but it doesn't support the 5G wifi due to which the downloading speed is very limited2ndly the camera is not uptonthe mark . 48 MP is around 18 MP3rd. THE PHONE takes hell lot of time to get charged .No handsfree in the box",phone not upto mark phone good looking doesnt support g wifi due downloading speed very limitedndly camera not uptonthe mark mp around mprd phone takes hell lot time get charged no handsfree box,33
This is my honest opinion,4,"Changing my review on this device after 2 month usage .  I finally have to say that this is the bang for the buck .Awesome battery life , and that's what I want . I am just using it for basic social media and calls .. rest of my heavy work is done on my primary device .CAMERA is average , My ipad's 5 MP camera shoots better than the so called ""true"" 48MP.My advice-- go for 6gb variant as 2.5 gb is acquired by the system .Overall - 4☆",25,437,90,Positive,"This is my honest opinion Changing my review on this device after 2 month usage .  I finally have to say that this is the bang for the buck .Awesome battery life , and that's what I want . I am just using it for basic social media and calls .. rest of my heavy work is done on my primary device .CAMERA is average , My ipad's 5 MP camera shoots better than the so called ""true"" 48MP.My advice-- go for 6gb variant as 2.5 gb is acquired by the system .Overall - 4☆",honest opinion changing review device month usage finally say bang buck awesome battery life thats want using basic social media calls rest heavy work done primary device camera average ipads mp camera shoots better called true mpmy advice go gb variant gb acquired system overall,45
Total waste of mo ey better a12 but its also not good btter than this,1,Heating issueCamera dam 👎 so badSensors issuesUsb isuueDisplay so bad its look like old phone not today's  generation  displayAmazone need to improve software  for check device  and all i think its not goodHeating isueee in phone phone take to much time for chargingSome time rear camera not work properly  for scan qr code and barcodeOverall phone like to throw in dustbin 🗑I don't  expect  product like this from samsung its to bad  experience  from samsung and amazone also im so sad for this review  but i have to do for everyone 😔 so pls don't  buy this product,69,566,98,Negative,Total waste of mo ey better a12 but its also not good btter than this Heating issueCamera dam 👎 so badSensors issuesUsb isuueDisplay so bad its look like old phone not today's  generation  displayAmazone need to improve software  for check device  and all i think its not goodHeating isueee in phone phone take to much time for chargingSome time rear camera not work properly  for scan qr code and barcodeOverall phone like to throw in dustbin 🗑I don't  expect  product like this from samsung its to bad  experience  from samsung and amazone also im so sad for this review  but i have to do for everyone 😔 so pls don't  buy this product,total waste mo ey better also not good btter heating issuecamera dam badsensors issuesusb isuuedisplay bad look like old phone not todays generation displayamazone need improve software check device think not goodheating isueee phone phone take much time chargingsome time rear camera not work properly scan qr code barcodeoverall phone like throw dustbin dont expect product like samsung bad experience samsung amazone also im sad review everyone pls dont buy product,71
Regrettable purchase,1,"They have conveniently skipped mentioning it is not an amoled display while mentioning 90 Hz refresh rate. Touch response is faulty on these phones and SAR value is high despite having exynos processor, which also they have conveniently skipped mentioning.",20,256,40,Negative,"Regrettable purchase They have conveniently skipped mentioning it is not an amoled display while mentioning 90 Hz refresh rate. Touch response is faulty on these phones and SAR value is high despite having exynos processor, which also they have conveniently skipped mentioning.",regrettable purchase conveniently skipped mentioning not amoled display mentioning hz refresh rate touch response faulty phones sar value high despite exynos processor also conveniently skipped mentioning,26
Some marketing gimmicks...,3,"This phone has 90hz display, but I see a lag while browing or navigating in apps, doesn't feel like 90hz at all48MP true cam when option selected gives noisy images , otherwise in normal mode works above averageBattery is excellent works for 2 daysHeating issues occur on heavy usage, in normal mode you won't notice itFront cam 8 mp just averageOverall I took 6gb 128 gb version for 13k and doesn't seem as good.Above average phone for the price....",26,450,79,Neutral,"Some marketing gimmicks... This phone has 90hz display, but I see a lag while browing or navigating in apps, doesn't feel like 90hz at all48MP true cam when option selected gives noisy images , otherwise in normal mode works above averageBattery is excellent works for 2 daysHeating issues occur on heavy usage, in normal mode you won't notice itFront cam 8 mp just averageOverall I took 6gb 128 gb version for 13k and doesn't seem as good.Above average phone for the price....",marketing gimmicks phone hz display see lag browing navigating apps doesnt feel like hz allmp true cam option selected gives noisy images otherwise normal mode works averagebattery excellent works daysheating issues occur heavy usage normal mode wont notice itfront cam mp averageoverall took gb gb version k doesnt seem goodabove average phone price,53
